transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
3609.87,24,62753.14,16,20,1.28,entertainment,0
55142.73,59,532806.98,7,12,10.74,travel,0
10298.46,39,169432.75,14,16,3.67,utilities,0
14657.20,43,223918.64,11,14,4.71,grocery,0
5238.91,27,97645.08,18,19,2.32,entertainment,0
30846.57,53,359274.81,8,10,7.28,electronics,0
8591.23,30,146820.37,12,13,3.25,grocery,0
22071.84,48,311593.46,9,17,5.97,utilities,0
1683.50,20,37419.25,15,21,0.76,grocery,0
41529.06,55,442867.13,10,11,8.79,travel,0
12384.72,36,195741.89,13,15,4.33,entertainment,0
6742.58,29,119026.34,17,18,2.48,grocery,0
28357.91,51,348615.72,7,9,6.95,electronics,0
9147.36,33,158369.20,14,12,3.54,utilities,0
16582.04,40,238947.51,11,16,5.06,grocery,0
2958.47,25,53281.69,19,20,1.44,entertainment,0
71368.25,63,648793.52,6,10,12.87,travel,0
11547.90,35,191284.63,12,14,4.05,grocery,0
7629.83,31,133547.28,16,17,2.91,utilities,0
19174.56,44,281035.94,9,13,5.62,grocery,0
4413.29,26,85792.41,15,19,1.81,entertainment,0
88617.42,64,712354.86,8,11,13.94,electronics,0
10036.75,34,171248.59,13,15,3.98,grocery,0
13872.41,45,218569.32,10,12,4.60,utilities,0
6185.93,28,110437.65,18,18,2.20,grocery,0
24316.08,47,321852.47,7,10,6.53,utilities,0
1547.82,19,33690.54,14,21,0.67,entertainment,0
36742.15,54,392018.63,9,13,8.12,travel,0
10859.34,37,180126.97,15,16,3.81,grocery,0
5892.60,25,107615.83,20,19,2.16,utilities,0
30127.46,49,352439.18,8,9,7.35,electronics,0
8375.19,32,145263.70,12,14,3.12,grocery,0
16249.73,41,236815.42,11,17,4.90,entertainment,0
3475.08,23,61437.95,17,20,1.59,grocery,0
61208.34,58,573642.81,6,11,10.62,travel,0
11364.57,36,187059.23,13,15,4.24,utilities,0
7518.92,30,129674.35,16,12,2.73,grocery,0
21985.60,45,305178.49,9,16,5.91,entertainment,0
5074.36,29,90527.14,14,18,1.86,utilities,0
33812.75,52,374961.58,7,10,7.67,electronics,0
9463.28,38,162084.91,11,12,3.58,grocery,0
17652.41,42,260473.85,12,14,5.29,utilities,0
2871.09,22,49135.62,18,21,0.97,entertainment,0
47593.28,56,507842.16,8,9,9.45,travel,0
13708.62,38,212530.74,15,17,4.68,grocery,0
6631.85,31,117482.09,19,18,2.94,grocery,0
26847.13,50,347918.35,9,13,6.58,electronics,0
8069.47,34,140217.63,13,11,2.82,utilities,0
19238.75,46,276854.12,10,15,5.56,grocery,0
3742.61,24,64108.37,16,20,1.33,entertainment,0
56928.04,59,541673.29,7,12,10.91,travel,0
10475.83,39,173650.48,14,16,3.73,utilities,0
14926.37,43,228401.75,11,14,4.84,grocery,0
5361.24,27,99873.56,18,19,2.39,entertainment,0
31594.82,53,362708.14,8,10,7.46,electronics,0
8716.50,30,148359.62,12,13,3.31,grocery,0
22486.93,48,314072.58,9,17,6.08,utilities,0
1759.36,20,39562.81,15,21,0.84,grocery,0
42817.65,55,448293.07,10,11,8.92,travel,0
12591.28,36,197826.43,13,15,4.39,entertainment,0
6853.74,29,121540.96,17,18,2.61,grocery,0
29064.17,51,351287.60,7,9,7.03,electronics,0
9285.61,33,159742.08,14,12,3.66,utilities,0
16793.42,40,243610.85,11,16,5.13,grocery,0
3082.57,25,55649.23,19,20,1.50,entertainment,0
73914.86,63,659278.41,6,10,13.05,travel,0
11760.35,35,193458.72,12,14,4.11,grocery,0
7742.19,31,135826.54,16,17,2.99,utilities,0
19483.60,44,283762.95,9,13,5.71,grocery,0
4528.73,26,87954.18,15,19,1.93,entertainment,0
90253.18,65,725841.36,8,11,14.18,electronics,0
10214.59,34,174036.82,13,15,4.02,grocery,0
14085.26,45,220793.51,10,12,4.66,utilities,0
6307.48,28,113852.79,18,18,2.28,grocery,0
24765.31,47,327104.68,7,10,6.62,utilities,0
1638.94,19,35217.40,14,21,0.71,entertainment,0
37450.92,54,401238.65,9,13,8.24,travel,0
10927.46,37,182364.09,15,16,3.89,grocery,0
5610.83,25,102748.51,20,19,2.07,utilities,0
28974.60,49,343519.87,8,9,7.21,electronics,0
8452.17,32,147083.24,12,14,3.16,grocery,0
16871.35,41,239527.68,11,17,4.97,entertainment,0
3298.64,23,58194.07,17,20,1.62,grocery,0
63481.29,58,586917.53,6,11,10.78,travel,0
11258.70,36,185623.41,13,15,4.28,utilities,0
7683.95,30,131940.86,16,12,2.77,grocery,0
451.20,18,15873.62,3,16,0.42,grocery,0
21374.58,45,301856.29,9,16,5.85,entertainment,0
5192.87,29,92640.53,14,18,1.90,utilities,0
34517.26,52,378092.41,7,10,7.74,electronics,0
9631.54,38,164297.80,11,12,3.63,grocery,0
17936.02,42,263148.57,12,14,5.33,utilities,0
2649.78,22,45983.16,18,21,0.92,entertainment,0
48752.31,56,512684.90,8,9,9.61,travel,0
13947.85,38,215072.36,15,17,4.74,grocery,0
6754.29,31,119368.42,19,18,3.01,grocery,0
158746.90,28,974253.18,34,1,96.75,electronics,1
8194.62,34,142576.98,13,11,2.90,utilities,0
19527.84,46,279631.05,10,15,5.64,grocery,0
3865.17,24,66429.83,16,20,1.37,entertainment,0
58317.42,59,549026.75,7,12,11.15,travel,0
10642.08,39,176893.24,14,16,3.79,utilities,0
15173.56,43,231764.90,11,14,4.93,grocery,0
5487.62,27,101235.48,18,19,2.45,entertainment,0
32148.90,53,367841.26,8,10,7.52,electronics,0
8853.47,30,150692.13,12,13,3.36,grocery,0
22839.15,48,317465.82,9,17,6.14,utilities,0
1874.53,20,41307.69,15,21,0.88,grocery,0
43926.78,55,453081.47,10,11,9.04,travel,0
12783.41,36,199574.28,13,15,4.47,entertainment,0
6981.26,29,123857.03,17,18,2.68,grocery,0
29635.84,51,354926.71,7,9,7.09,electronics,0
9412.75,33,161385.46,14,12,3.70,utilities,0
17024.38,40,246293.17,11,16,5.19,grocery,0
3157.92,25,57468.30,19,20,1.55,entertainment,0
76248.53,63,671539.82,6,10,13.28,travel,0
11973.60,35,195842.17,12,14,4.17,grocery,0
7856.34,31,138024.75,16,17,3.05,utilities,0
19768.21,44,286517.63,9,13,5.78,grocery,0
4657.90,26,90126.84,15,19,1.98,entertainment,0
94827.65,61,748293.10,8,11,14.53,electronics,0
10387.24,34,176542.91,13,15,4.08,grocery,0
14263.79,45,223086.54,10,12,4.72,utilities,0
6429.15,28,116374.20,18,18,2.36,grocery,0
25184.63,47,332748.95,7,10,6.70,utilities,0
1726.40,19,38052.17,14,21,0.79,entertainment,0
298.75,18,12460.38,2,15,0.35,utilities,0
11085.92,37,184217.56,15,16,3.94,grocery,0
5738.46,25,104920.83,20,19,2.11,utilities,0
30598.27,49,356174.09,8,9,7.39,electronics,0
8527.90,32,148936.75,12,14,3.22,grocery,0
17148.63,41,242075.38,11,17,5.01,entertainment,0
3412.85,23,60731.94,17,20,1.69,grocery,0
64792.10,58,592348.67,6,11,10.94,travel,0
11473.28,36,188064.52,13,15,4.31,utilities,0
7801.64,30,134259.87,16,12,2.84,grocery,0
125340.50,47,893617.24,12,3,58.90,grocery,0
21648.37,45,303927.14,9,16,5.99,entertainment,0
5306.71,29,94183.65,14,18,1.95,utilities,0
35287.94,52,381506.28,7,10,7.81,electronics,0
9758.13,38,166432.09,11,12,3.68,grocery,0
18214.56,42,265897.31,12,14,5.40,utilities,0
2735.98,22,47216.53,18,21,0.95,entertainment,0
49873.62,56,518237.45,8,9,9.73,travel,0
14162.30,38,217694.81,15,17,4.79,grocery,0
6879.52,31,121043.67,19,18,3.08,grocery,0
27561.48,50,350892.36,9,13,6.75,electronics,0
8316.74,34,144830.29,13,11,2.95,utilities,0
19842.07,46,282456.90,10,15,5.69,grocery,0
3981.35,24,68517.42,16,20,1.42,entertainment,0
59624.81,59,554719.06,7,12,11.32,travel,0
10813.57,39,179268.43,14,16,3.84,utilities,0
15398.24,43,234617.85,11,14,4.99,grocery,0
5619.83,27,103594.27,18,19,2.51,entertainment,0
32784.16,53,371025.94,8,10,7.60,electronics,0
8975.29,30,152437.61,12,13,3.42,grocery,0
23174.85,48,320618.53,9,17,6.21,utilities,0
1958.62,20,43075.18,15,21,0.90,grocery,0
44982.37,55,458364.72,10,11,9.17,travel,0
12968.54,36,201385.96,13,15,4.53,entertainment,0
7104.87,29,125976.30,17,18,2.75,grocery,0
30241.69,51,358147.82,7,9,7.14,electronics,0
9547.36,33,163208.74,14,12,3.75,utilities,0
17293.60,40,248751.36,11,16,5.26,grocery,0
3246.71,25,59384.05,19,20,1.61,entertainment,0
78635.20,63,684927.51,6,10,13.46,travel,0
12147.83,35,198036.24,12,14,4.22,grocery,0
7968.41,31,140285.63,16,17,3.11,utilities,0
20054.76,44,289362.48,9,13,5.86,grocery,0
4783.15,26,92378.51,15,19,2.04,entertainment,0
6420.83,18,52147.96,1,22,3.20,entertainment,0
10562.47,34,178936.15,13,15,4.14,grocery,0
14438.92,45,225471.38,10,12,4.77,utilities,0
6547.28,28,118652.94,18,18,2.42,grocery,0
25603.74,47,335281.60,7,10,6.79,utilities,0
1812.36,19,39764.85,14,21,0.83,entertainment,0
38159.47,54,405872.13,9,13,8.36,travel,0
11247.60,37,186435.72,15,16,3.99,grocery,0
5864.92,25,106738.41,20,19,2.18,utilities,0
31026.85,49,359427.68,8,9,7.48,electronics,0
8639.51,32,150274.86,12,14,3.28,grocery,0
17425.09,41,244638.17,11,17,5.08,entertainment,0
3528.46,23,62109.73,17,20,1.73,grocery,0
66138.25,58,598214.39,6,11,11.08,travel,0
11692.84,36,190358.26,13,15,4.36,utilities,0
7924.57,30,136581.42,16,12,2.89,grocery,0
418672.30,56,2156089.47,41,0,634.12,travel,1
21903.46,45,306184.57,9,16,6.04,entertainment,0
5423.68,29,95867.32,14,18,2.00,utilities,0
36051.72,52,384973.15,7,10,7.89,electronics,0
9862.45,38,168579.23,11,12,3.72,grocery,0
18493.71,42,268324.06,12,14,5.47,utilities,0
2841.53,22,48653.90,18,21,1.02,entertainment,0
51042.86,56,523691.74,8,9,9.85,travel,0
14385.62,38,220147.53,15,17,4.85,grocery,0
7012.94,31,122764.08,19,18,3.15,grocery,0
28067.31,50,353426.89,9,13,6.83,electronics,0
8437.85,34,146592.71,13,11,3.00,utilities,0
20174.62,46,285093.44,10,15,5.75,grocery,0
4092.58,24,70254.16,16,20,1.48,entertainment,0
60815.34,59,560382.91,7,12,11.47,travel,0
10986.71,39,181547.05,14,16,3.91,utilities,0
15627.48,43,237065.29,11,14,5.04,grocery,0
5748.20,27,105872.64,18,19,2.58,entertainment,0
33415.87,53,374268.50,8,10,7.68,electronics,0
9104.36,30,154283.97,12,13,3.49,grocery,0
23508.71,48,323947.15,9,17,6.28,utilities,0
2043.85,20,44861.72,15,21,0.96,grocery,0
46057.93,55,463528.06,10,11,9.29,travel,0
13152.67,36,203174.85,13,15,4.58,entertainment,0
7231.05,29,128053.47,17,18,2.81,grocery,0
30847.52,51,361409.23,7,9,7.20,electronics,0
9673.18,33,165087.36,14,12,3.80,utilities,0
17568.34,40,251263.90,11,16,5.31,grocery,0
3351.42,25,61247.58,19,20,1.66,entertainment,0
81042.67,63,697354.12,6,10,13.65,travel,0
12309.45,35,200178.63,12,14,4.26,grocery,0
8075.23,31,142396.51,16,17,3.18,utilities,0
20361.87,44,292057.34,9,13,5.93,grocery,0
4907.62,26,94531.28,15,19,2.10,entertainment,0
97158.40,61,761427.85,8,11,14.79,electronics,0
10748.53,34,181263.49,13,15,4.20,grocery,0
14615.87,45,227836.51,10,12,4.83,utilities,0
6668.34,28,120879.65,18,18,2.49,grocery,0
26034.18,47,337914.72,7,10,6.88,utilities,0
1897.45,19,41528.36,14,21,0.87,entertainment,0
38924.61,54,410256.87,9,13,8.47,travel,0
11408.75,37,188623.14,15,16,4.03,grocery,0
5987.31,25,108564.20,20,19,2.23,utilities,0
31468.92,49,362715.48,8,9,7.55,electronics,0
8756.24,32,151987.63,12,14,3.34,grocery,0
17703.58,41,247195.82,11,17,5.12,entertainment,0
3647.29,23,63852.41,17,20,1.79,grocery,0
67425.80,58,603976.24,6,11,11.21,travel,0
11857.42,36,192637.85,13,15,4.42,utilities,0
8043.16,30,138742.59,16,12,2.96,grocery,0
735.60,18,19824.53,4,17,0.51,grocery,0
22158.73,45,308452.16,9,16,6.11,entertainment,0
5541.87,29,97324.65,14,18,2.05,utilities,0
36824.51,52,388217.94,7,10,7.97,electronics,0
9987.62,38,170624.38,11,12,3.77,grocery,0
18759.24,42,270981.53,12,14,5.52,utilities,0
2947.86,22,50187.24,18,21,1.06,entertainment,0
52217.35,56,529084.61,8,9,9.98,travel,0
14608.51,38,222596.87,15,17,4.91,grocery,0
7148.32,31,124485.76,19,18,3.21,grocery,0
28576.94,50,356081.42,9,13,6.92,electronics,0
8562.71,34,148357.09,13,11,3.06,utilities,0
20493.85,46,287734.61,10,15,5.82,grocery,0
4207.93,24,72108.35,16,20,1.53,entertainment,0
62047.28,59,565941.37,7,12,11.58,travel,0
11162.84,39,183796.52,14,16,3.96,utilities,0
15862.37,43,239481.06,11,14,5.10,grocery,0
5873.54,27,108126.93,18,19,2.64,entertainment,0
34052.76,53,377516.28,8,10,7.75,electronics,0
9231.48,30,156042.87,12,13,3.55,grocery,0
23847.62,48,327185.90,9,17,6.35,utilities,0
2136.94,20,46578.31,15,21,1.01,grocery,0
47136.85,55,468793.24,10,11,9.42,travel,0
13342.78,36,205263.41,13,15,4.64,entertainment,0
7359.62,29,130147.85,17,18,2.88,grocery,0
31452.87,51,364682.15,7,9,7.27,electronics,0
9798.24,33,166953.72,14,12,3.86,utilities,0
17842.53,40,253786.14,11,16,5.38,grocery,0
3456.78,25,63105.42,19,20,1.71,entertainment,0
83261.45,63,710428.96,6,10,13.84,travel,0
12473.86,35,202351.78,12,14,4.30,grocery,0
8183.42,31,144537.26,16,17,3.24,utilities,0
20648.53,44,294783.15,9,13,5.99,grocery,0
5028.47,26,96742.83,15,19,2.15,entertainment,0
99384.72,61,774586.31,8,11,15.02,electronics,0
10924.68,34,183542.76,13,15,4.25,grocery,0
14892.35,45,230175.64,10,12,4.89,utilities,0
6790.51,28,123064.87,18,18,2.53,grocery,0
26483.72,47,340562.18,7,10,6.97,utilities,0
1984.63,19,43287.50,14,21,0.93,entertainment,0
39687.24,54,414938.62,9,13,8.59,travel,0
11573.90,37,190847.35,15,16,4.09,grocery,0
6118.47,25,110352.78,20,19,2.29,utilities,0
32084.56,49,366124.83,8,9,7.63,electronics,0
8871.35,32,153649.27,12,14,3.40,grocery,0
17986.42,41,249637.51,11,17,5.18,entertainment,0
3762.85,23,65498.13,17,20,1.84,grocery,0
68794.13,58,609542.87,6,11,11.36,travel,0
12036.58,36,194875.42,13,15,4.48,utilities,0
8162.73,30,140926.85,16,12,3.02,grocery,0
542.18,18,17362.94,3,16,0.46,utilities,0
22417.65,45,310783.29,9,16,6.17,entertainment,0
5662.34,29,98851.47,14,18,2.12,utilities,0
37592.80,52,391648.53,7,10,8.05,electronics,0
10112.47,38,172853.61,11,12,3.83,grocery,0
19028.65,42,273542.87,12,14,5.58,utilities,0
3054.72,22,51736.48,18,21,1.10,entertainment,0
53418.62,56,534627.90,8,9,10.12,travel,0
14832.79,38,225043.16,15,17,4.96,grocery,0
7283.45,31,126198.34,19,18,3.27,grocery,0
29085.63,50,358742.91,9,13,7.01,electronics,0
8690.28,34,150124.76,13,11,3.11,utilities,0
20817.34,46,290385.27,10,15,5.88,grocery,0
4321.68,24,73964.82,16,20,1.58,entertainment,0
63284.75,59,571508.42,7,12,11.69,travel,0
11342.96,39,186052.38,14,16,4.01,utilities,0
16093.85,43,241867.54,11,14,5.16,grocery,0
5996.42,27,110384.75,18,19,2.70,entertainment,0
34687.29,53,380743.16,8,10,7.82,electronics,0
9358.61,30,157836.42,12,13,3.60,grocery,0
24183.57,48,330462.78,9,17,6.42,utilities,0
2231.86,20,48293.65,15,21,1.05,grocery,0
48217.36,55,474025.81,10,11,9.54,travel,0
13537.42,36,207384.96,13,15,4.69,entertainment,0
7482.91,29,132265.48,17,18,2.93,grocery,0
32057.64,51,367924.53,7,9,7.33,electronics,0
9924.37,33,168837.25,14,12,3.92,utilities,0
18117.65,40,256301.87,11,16,5.44,grocery,0
3564.29,25,64983.71,19,20,1.76,entertainment,0
85423.61,63,723587.42,6,10,14.02,travel,0
12638.94,35,204527.31,12,14,4.35,grocery,0
8294.57,31,146682.94,16,17,3.30,utilities,0
20936.42,44,297516.83,9,13,6.05,grocery,0
5147.83,26,98953.62,15,19,2.21,entertainment,0
101547.36,61,787694.25,8,11,15.24,electronics,0
11098.72,34,185792.48,13,15,4.31,grocery,0
15068.94,45,232517.86,10,12,4.94,utilities,0
6913.28,28,125243.57,18,18,2.59,grocery,0
26931.45,47,343207.94,7,10,7.05,utilities,0
2078.34,19,45036.28,14,21,0.98,entertainment,0
40452.87,54,419673.25,9,13,8.71,travel,0
11736.52,37,193062.84,15,16,4.15,grocery,0
6247.85,25,112147.36,20,19,2.34,utilities,0
32695.41,49,369541.27,8,9,7.71,electronics,0
8986.53,32,155317.84,12,14,3.46,grocery,0
18265.37,41,252084.63,11,17,5.23,entertainment,0
3876.42,23,67253.85,17,20,1.88,grocery,0
70152.36,58,615287.41,6,11,11.52,travel,0
12215.87,36,196984.53,13,15,4.54,utilities,0
8287.64,30,143075.28,16,12,3.09,grocery,0
178320.45,24,1063784.92,31,4,215.36,electronics,1
22684.53,45,313046.87,9,16,6.24,entertainment,0
5783.96,29,100372.85,14,18,2.17,utilities,0
38367.42,52,395086.71,7,10,8.13,electronics,0
10238.65,38,175042.93,11,12,3.88,grocery,0
19286.54,42,276185.34,12,14,5.65,utilities,0
3168.47,22,53284.16,18,21,1.14,entertainment,0
54683.27,56,540193.58,8,9,10.26,travel,0
15062.38,38,227465.82,15,17,5.02,grocery,0
7415.86,31,127934.51,19,18,3.33,grocery,0
29587.42,50,361428.65,9,13,7.10,electronics,0
8815.94,34,151986.32,13,11,3.17,utilities,0
21146.83,46,293074.58,10,15,5.94,grocery,0
4438.72,24,75832.46,16,20,1.63,entertainment,0
64517.83,59,577164.29,7,12,11.81,travel,0
11527.64,39,188327.45,14,16,4.06,utilities,0
16328.75,43,244253.68,11,14,5.21,grocery,0
6117.35,27,112648.93,18,19,2.76,entertainment,0
35328.61,53,384026.75,8,10,7.90,electronics,0
9482.37,30,159648.21,12,13,3.66,grocery,0
24528.61,48,333748.52,9,17,6.49,utilities,0
2317.45,20,50024.83,15,21,1.09,grocery,0
49362.85,55,479314.62,10,11,9.67,travel,0
13724.86,36,209473.25,13,15,4.75,entertainment,0
7608.34,29,134386.72,17,18,2.99,grocery,0
32684.93,51,371205.86,7,9,7.40,electronics,0
10047.62,33,170752.38,14,12,3.97,utilities,0
18395.28,40,258837.42,11,16,5.49,grocery,0
3671.85,25,66852.34,19,20,1.81,entertainment,0
87614.32,63,736852.14,6,10,14.21,travel,0
12804.53,35,206738.29,12,14,4.40,grocery,0
8407.29,31,148853.67,16,17,3.37,utilities,0
21237.84,44,300286.47,9,13,6.11,grocery,0
5263.47,26,101187.35,15,19,2.26,entertainment,0
103862.54,61,800954.37,8,11,15.47,electronics,0
11263.85,34,188035.72,13,15,4.37,grocery,0
15247.63,45,234872.15,10,12,5.00,utilities,0
7038.52,28,127430.86,18,18,2.65,grocery,0
27384.62,47,345986.53,7,10,7.13,utilities,0
2164.83,19,46795.24,14,21,1.03,entertainment,0
41238.56,54,424418.37,9,13,8.83,travel,0
11902.47,37,195284.61,15,16,4.20,grocery,0
6379.24,25,113948.75,20,19,2.40,utilities,0
33312.85,49,372964.18,8,9,7.79,electronics,0
9102.36,32,156988.47,12,14,3.52,grocery,0
18546.92,41,254532.76,11,17,5.29,entertainment,0
3987.56,23,69017.42,17,20,1.93,grocery,0
71523.84,58,621047.63,6,11,11.67,travel,0
12398.42,36,199105.87,13,15,4.60,utilities,0
8414.27,30,145236.94,16,12,3.15,grocery,0
891.35,18,21473.58,4,17,0.55,grocery,0
22951.36,45,315318.24,9,16,6.31,entertainment,0
5906.48,29,101895.36,14,18,2.23,utilities,0
39148.25,52,398536.42,7,10,8.21,electronics,0
10365.84,38,177236.51,11,12,3.94,grocery,0
19548.36,42,278835.62,12,14,5.71,utilities,0
3283.65,22,54836.92,18,21,1.19,entertainment,0
55963.48,56,545782.36,8,9,10.39,travel,0
15293.84,38,229891.47,15,17,5.07,grocery,0
7549.62,31,129674.85,19,18,3.39,grocery,0
30092.75,50,364118.92,9,13,7.18,electronics,0
8942.63,34,153852.47,13,11,3.23,utilities,0
21478.92,46,295768.34,10,15,6.00,grocery,0
4557.36,24,77705.83,16,20,1.68,entertainment,0
65763.42,59,582834.15,7,12,11.94,travel,0
11713.85,39,190607.32,14,16,4.12,utilities,0
16564.83,43,246645.27,11,14,5.27,grocery,0
6239.74,27,114917.85,18,19,2.82,entertainment,0
35973.86,53,387315.42,8,10,7.98,electronics,0
9607.42,30,161465.83,12,13,3.71,grocery,0
24875.36,48,337041.28,9,17,6.56,utilities,0
2404.87,20,51762.35,15,21,1.13,grocery,0
50521.63,55,484617.28,10,11,9.79,travel,0
13913.62,36,211567.84,13,15,4.80,entertainment,0
7735.48,29,136512.63,17,18,3.05,grocery,0
33316.72,51,374492.35,7,9,7.46,electronics,0
10172.35,33,172672.84,14,12,4.03,utilities,0
